产品网址：https://www.iscsemi.com/supply/4.html
产品结构：首页->产品

|产品名称|产品型号|功能描述|
|----|----|----|
|MOSFET 单管|无|无|

可国产化替代之型号,封装
2SK1823,TO-3PF
2SK1831,TO-3PF
2SK1832,TO-3PF
2SK1833,TO-220F
2SK1834,TO-220F
2SK1835,TO-3P
2SK1836,TO-3PL
2SK1838L,IPAK/TO-251
2SK1838S,DPAK/TO-252
2SK1854,TO-220F
2SK1855,TO-3PN
2SK1858,TO-262/TO-263
2SK1859,TO-3PF
2SK1861,DPAK/TO-252
2SK1862,TO-220F
2SK1863,TO-220F
2SK1864,TO-262/TO-263
2SK1865,TO-262/TO-263
2SK1869L,I²PAK/TO-262
2SK1869S,D²PAK/TO-263
2SK1871,D²PAK/TO-263
2SK1876,TO-220
2SK1879,TO-3PN
2SK1880L,IPAK/TO-251
2SK1880S,DPAK/TO-252
2SK1881L,I²PAK/TO-262
2SK1881S,D²PAK/TO-263
2SK1882,TO-220F
2SK1883,TO-220
2SK1884,TO-220
2SK1885,TO-220
2SK1886,TO-220F
2SK1887,TO-220F
2SK1888,TO-220F
2SK1889,TO-262/TO-263
2SK1890,TO-262/TO-263
2SK1891,TO-262/TO-263
2SK1892,TO-220
2SK1893,TO-220
2SK1894,TO-220
2SK1895,TO-220F
2SK1896,TO-220F
2SK1897,TO-220F
2SK1898,TO-262/TO-263
2SK1899,TO-262/TO-263
2SK1900,TO-262/TO-263
2SK1901,TO-220
2SK1902,TO-220
2SK1903,TO-220
2SK1904,TO-220F
2SK1905,TO-220F
2SK1906,TO-220F
2SK1907,TO-262/TO-263
2SK1908,TO-262/TO-263
2SK1909,TO-262/TO-263
2SK1910,TO-220
2SK1911,TO-220
2SK1913,TO-220F
2SK1916,TO-3PF
2SK1917,TO-220F
2SK1918L,I²PAK/TO-262
2SK1918S,D²PAK/TO-263
2SK1919L,I²PAK/TO-262
2SK1919S,D²PAK/TO-263
2SK1920,TO-251/TO-252
2SK1921,TO-220
2SK1922,TO-220
2SK1923,TO-220
2SK1924,TO-220
2SK1925,TO-3PN
2SK1929,TO-262/TO-263
2SK1930,TO-262/TO-263
2SK1931,DPAK/TO-252
2SK1933,TO-3P
2SK1934,TO-3P
2SK1936,TO-3PN
2SK1936-01,TO-3PN
2SK1937,TO-3PN
2SK1937-01,TO-3PN
2SK1938,TO-3PF
2SK1938-01,TO-3PF
2SK1939,TO-3PN
2SK1939-01,TO-3PN
2SK1940,TO-3PN
2SK1940-01,TO-3PN
2SK1941,TO-3PF
2SK1942,TO-3PN
2SK1942-01,TO-3PN
2SK1943,TO-220F
2SK1944,TO-3PN
2SK1944-01,TO-3PN
2SK1945L,I²PAK/TO-262
2SK1945S,D²PAK/TO-263
2SK1946,TO-220F
2SK1947,TO-3PL
2SK1948,TO-3PL
2SK1949L,IPAK/TO-251
2SK1949S,DPAK/TO-252
2SK1951,TO-220F
2SK1952,TO-220F
2SK1953,TO-220F
2SK1954,IPAK/TO-251
2SK1954-Z,DPAK/TO-252
2SK1957,TO-220F
2SK1968,TO-3PN
2SK1969,TO-3PN
2SK1971,TO-3PL
2SK1973,DPAK/TO-252
2SK1974,TO-220F
2SK1976,TO-220F
2SK1979,TO-3PF
2SK1981,TO-220
2SK1981-01,TO-220
2SK1982,TO-220F
2SK1982-01M,TO-220F
2SK1983,TO-220
2SK1983-01,TO-220
2SK1984,TO-220F
2SK1984-01M,TO-220F
2SK1985,TO-220F
2SK1985-01M,TO-220F
2SK1986,TO-220
2SK1988,TO-220F
2SK1989,TO-220F
2SK1990,TO-220F
2SK1991,TO-220F
2SK1992,TO-220F
2SK1993,TO-220F
2SK1994,TO-220F
2SK1995,TO-220F
2SK1997,TO-220F
2SK1998,TO-3PN
2SK2000,TO-3PF
2SK2002,TO-220F
2SK2002-01M,TO-220F
2SK2003,TO-220F
2SK2003-01M,TO-220F
2SK2004L,I²PAK/TO-262
2SK2004S,D²PAK/TO-263
2SK2005,D²PAK/TO-263
2SK2006,D²PAK/TO-263
2SK2007,TO-3PN
2SK2008,TO-3PF
2SK2010,TO-220F
2SK2011,TO-220F
2SK2012,TO-220F
2SK2013,TO-220F
2SK2017,DPAK/TO-252
2SK2018L,IPAK/TO-251
2SK2018S,DPAK/TO-252
2SK2019,TO-220
2SK2019-01,TO-220
2SK2020,TO-220F
2SK2020-01MR,TO-220F
2SK2021,TO-220
2SK2021-01,TO-220
2SK2022,TO-220F
2SK2022-01M,TO-220F
2SK2023,TO-220
2SK2023-01,TO-220
2SK2024,TO-3PN
2SK2024-01,TO-3PN
2SK2025,TO-220
2SK2026,TO-3PN
2SK2026-01,TO-3PN
2SK2027,TO-220
2SK2027-01,TO-220
2SK2028,TO-220F
2SK2028-01M,TO-220F
2SK2029L,I²PAK/TO-262
2SK2029S,D²PAK/TO-263
2SK2032,TO-3PF
2SK2038,TO-3PN
2SK2039,TO-3PN
2SK2041,D²PAK/TO-263
2SK2042,D²PAK/TO-263
2SK2048S,D²PAK/TO-263
2SK2049,TO-220
2SK2050,TO-220
2SK2051L,I²PAK/TO-262
2SK2051S,D²PAK/TO-263
2SK2052,TO-3PF
2SK2056,TO-220F
2SK2057,TO-3PN
2SK2058,TO-3P
2SK2059L,IPAK/TO-251
2SK2059S,DPAK/TO-252
2SK2061,TO-247
2SK2062,D²PAK/TO-263
2SK2063,D²PAK/TO-263
2SK2064,D²PAK/TO-263
2SK2065,D²PAK/TO-263
2SK2067,D²PAK/TO-263
2SK2071,TO-251/TO-252
2SK2071L,IPAK/TO-251
2SK2071S,DPAK/TO-252
2SK2072L,IPAK/TO-251
2SK2072S,DPAK/TO-252
2SK2075,TO-3PN
2SK2077,TO-3PN
2SK2078,TO-3PN
2SK2080,TO-3PF
2SK2080-01,TO-3PF
2SK2081,TO-3PN
2SK2081-01,TO-3PN
2SK2082,TO-3PN
2SK2082-01,TO-3PN
2SK2084L,IPAK/TO-251
2SK2084S,DPAK/TO-252
2SK2089L,I²PAK/TO-262
2SK2089S,D²PAK/TO-263
2SK2094,DPAK/TO-252
2SK2096,TO-3PN
2SK2097,TO-220F
2SK2098,TO-220F
2SK2099L,IPAK/TO-251
2SK2099S,DPAK/TO-252
2SK2100,TO-220F
2SK2101,TO-220F
2SK2104,DPAK/TO-252
2SK2108,TO-220F
2SK2114,TO-220F
2SK2115,TO-220F
2SK2116,TO-220F
2SK2117,TO-220F
2SK2118,TO-220F
2SK2119,TO-220F
2SK2120,TO-220F
2SK2122,TO-220F
2SK2123,TO-220F
2SK2124,TO-220F
2SK2125,TO-220F
2SK2126,TO-220F
2SK2127,TO-220F
2SK2128,TO-220F
2SK2129,TO-220F
2SK2130,TO-220F
2SK2131,TO-220F
2SK2133,TO-220
2SK2133-Z,D²PAK/TO-263
2SK2134,TO-220
2SK2134-Z,D²PAK/TO-263
2SK2135,TO-220F
2SK2136,TO-220
2SK2136-Z,D²PAK/TO-263
2SK2137,TO-220F
2SK2138,TO-220
2SK2138-Z,D²PAK/TO-263
2SK2139,TO-220F
2SK2140,TO-220
2SK2140-Z,D²PAK/TO-263
2SK2141,TO-220F
2SK2142,TO-220
2SK2144,TO-220F
2SK2146,TO-220F
2SK2147,TO-3PF
2SK2147-01,TO-3PF
2SK2148,TO-3PF
2SK2148-01,TO-3PF
2SK2149,TO-3PN
2SK2150,TO-3PN
2SK2160,TO-220F
2SK2161,TO-220F
2SK2164,TO-262/TO-263
2SK2165,TO-3PN
2SK2166,TO-3PF
2SK216K,TO-220
2SK2173,TO-3PN
2SK2175,TO-220
2SK2177,DPAK/TO-252
2SK2178,DPAK/TO-252
2SK2179,DPAK/TO-252
2SK2180,TO-220
2SK2181,D²PAK/TO-263
2SK2182,TO-220F
2SK2183,TO-220
2SK2184,D²PAK/TO-263
2SK2185,TO-220F
2SK2186,TO-220
2SK2187,D²PAK/TO-263
2SK2188,TO-220F
2SK2189,TO-247
2SK2190,TO-3PF
2SK2191,D²PAK/TO-263
2SK2192,TO-247
2SK2193,TO-3PF
2SK2194,TO-247
2SK2195,TO-3PF
2SK2196,TO-247
2SK2197,TO-3PF
2SK2198,TO-3PL
2SK220,TO-3
2SK2202,TO-220F
2SK2203,TO-3PF
2SK2204L,I²PAK/TO-262
2SK2204S,D²PAK/TO-263
2SK2205,TO-220
2SK2206,TO-220F
2SK2207,TO-220F
2SK2208,TO-3PF
2SK2209,TO-3PF
2SK220H,TO-3
2SK221,TO-3
2SK2210,TO-220F
2SK2212,TO-220F
2SK2213L,I²PAK/TO-262
2SK2213S,D²PAK/TO-263
2SK2215L,I²PAK/TO-262
2SK2215S,D²PAK/TO-263
2SK221H,TO-3
2SK2221,TO-3P
2SK2222,TO-3PF
2SK2223,TO-3PF
2SK2223-01,TO-3PF
2SK2224,TO-3PF
2SK2224-01,TO-3PF
2SK2225,TO-3PF
2SK2225-80-E,TO-3PF
2SK2226L,I²PAK/TO-262
2SK2226S,D²PAK/TO-263
2SK2231,TO-252
2SK2232,TO-220F
2SK2233,TO-3PN
2SK2234,TO-220F
2SK2236,TO-220F
2SK2237,TO-220F
2SK2248L,IPAK/TO-251
2SK2248S,DPAK/TO-252
2SK2249L,I²PAK/TO-262
2SK2249S,D²PAK/TO-263
2SK2250L,IPAK/TO-251
2SK2250S,DPAK/TO-252
2SK2251,TO-220
2SK2251-01,TO-220
2SK2252L,I²PAK/TO-262
2SK2252S,D²PAK/TO-263
2SK2253,TO-220F
2SK2253-01M,TO-220F
2SK2254L,I²PAK/TO-262
2SK2254S,D²PAK/TO-263
2SK2255,TO-220F
2SK2256,TO-220
2SK2257,TO-3PN
2SK2257-01,TO-3PN
2SK2258,TO-3PN
2SK2259,TO-220F
2SK2266,TO-262/TO-263
2SK2267,TO-3PL
2SK2272,TO-3PF
2SK2274,TO-220F
2SK2275,TO-220F
2SK2279,DPAK/TO-252
2SK2280,DPAK/TO-252
2SK2281,DPAK/TO-252
2SK2282,D²PAK/TO-263
2SK2283,TO-220F
2SK2284,D²PAK/TO-263
2SK2285,TO-220F
2SK2286,D²PAK/TO-263
2SK2287,TO-220F
2SK2288,D²PAK/TO-263
2SK2289,TO-220F
2SK2290,D²PAK/TO-263
2SK2291,TO-220F
2SK2292L,IPAK/TO-251
2SK2292S,DPAK/TO-252
2SK2299,TO-220F
2SK2311,TO-262/TO-263
2SK2312,TO-220F
2SK2313,TO-3PN
2SK2314,TO-220
2SK2319,TO-3PF
2SK2320,TO-3PF
2SK2321,D²PAK/TO-263
2SK2322L,I²PAK/TO-262
2SK2322S,D²PAK/TO-263
2SK2323,TO-220F
2SK2324,TO-220F
2SK2325,TO-220F
2SK2326,TO-220F
2SK2327,TO-3PF
2SK2328,TO-220
2SK2329L,IPAK/TO-251
2SK2329S,DPAK/TO-252
2SK2333,TO-220F
2SK2334L,IPAK/TO-251
2SK2334S,DPAK/TO-252
2SK2340,TO-220F
2SK2341,TO-220F
2SK2342,DPAK/TO-252
2SK2346,TO-220F
2SK2350,TO-220F
2SK2351,TO-220
2SK2352,TO-220F
2SK2363,TO-220F
2SK2364,TO-220F
2SK2365,TO-220/TO-263
2SK2366,TO-220/TO-263
2SK2371,TO-3P
2SK2372,TO-3P
2SK2374,TO-3PF
2SK2375,TO-3PF
2SK2376,TO-262/TO-263
2SK2378,TO-220F
2SK2379,TO-220F
2SK2381,TO-220F
2SK2382,TO-220F
2SK2383,TO-3PF
2SK2385,TO-220F
2SK2386,TO-220
2SK2388,TO-220F
2SK2389,TO-220
2SK2390,TO-220F
2SK2391,TO-220F
2SK2397,TO-220F
2SK2398,TO-3PN
2SK2401,TO-262/TO-263
2SK2402,TO-220
2SK2403,D²PAK/TO-263
2SK2404,TO-262/TO-263
2SK2405,TO-262/TO-263
2SK2406,TO-251/TO-252
2SK2407,TO-220
2SK2408,TO-220
2SK2409,TO-220F
2SK2410,TO-220F
2SK2411,TO-220
2SK2411-Z,D²PAK/TO-263
2SK2412,TO-220F
2SK2413,TO-220
2SK2414,IPAK/TO-251
2SK2414-Z,DPAK/TO-252
2SK2415,IPAK/TO-251
2SK2415-Z,DPAK/TO-252
2SK2417,TO-220F
2SK2418L,IPAK/TO-251
2SK2418S,DPAK/TO-252
2SK2419,TO-220F
2SK2420,TO-220F
2SK2421,TO-220F
2SK2422,TO-220F
2SK2423,TO-220F
2SK2424,TO-220F
2SK2425,TO-220F
2SK2426,TO-220F
2SK2431,TO-220F
2SK2445,TO-3PN
2SK2446L,I²PAK/TO-262
2SK2446S,D²PAK/TO-263
2SK2462,TO-220F
2SK2467,TO-3PF
2SK2469,TO-220F
2SK2470,TO-220F
2SK2471,TO-247/TO-3P
2SK2473,TO-247/TO-3P
2SK2474,DPAK/TO-252
2SK2475,TO-220F
2SK2476,TO-220F
2SK2477,TO-3PN
2SK2478,TO-220F
2SK2479,TO-220
2SK2480,TO-220F
2SK2481,TO-220
2SK2482,TO-3PN
2SK2483,TO-220F
2SK2484,TO-220
2SK2485,TO-3PN
2SK2486,TO-3PN
2SK2487,TO-3PN
2SK2488,TO-3PN
2SK2489,D²PAK/TO-263
2SK2490,TO-220F
2SK2491,D²PAK/TO-263
2SK2492,TO-220F
2SK2494,TO-220
2SK2498,TO-220F
2SK2499,TO-220
2SK2499-Z,D²PAK/TO-263
2SK2503,DPAK/TO-252
2SK2504,DPAK/TO-252
2SK2507,TO-220F
2SK2508,TO-220F
2SK2510,TO-220F
2SK2511,TO-3PN
2SK2512,TO-220F
2SK2513,TO-220
2SK2513-Z,D²PAK/TO-263
2SK2514,TO-3PN
2SK2515,TO-3PN
2SK2517L,I²PAK/TO-262
2SK2517S,D²PAK/TO-263
2SK2518,TO-220F
2SK2519,TO-220
2SK2520,TO-220F
2SK2521,TO-220
2SK2522,TO-220F
2SK2523,TO-220
2SK2524,TO-220F
2SK2525,TO-247/TO-3P
2SK2526,TO-220
2SK2527,TO-220F
2SK2528,TO-247/TO-3P
2SK2529,TO-220F
2SK2538,TO-220F
2SK2542,TO-220
2SK2543,TO-220F
2SK2544,TO-220
2SK2545,TO-220F
2SK2550,TO-3PN
2SK2551,TO-3PN
2SK2553L,I²PAK/TO-262
2SK2553S,D²PAK/TO-263
2SK2554,TO-3PN
2SK2559,TO-220F
2SK2560,TO-220F
2SK2563,TO-220F
2SK2564,TO-220F
2SK2571,TO-3PF
2SK2572,TO-3PF
2SK2573,TO-3PF
2SK2576,TO-220F
2SK258,TO-3
2SK2586,TO-3PN
2SK259,TO-3
2SK2590,TO-220
2SK2591,TO-220F
2SK2592,D²PAK/TO-263
2SK2598,TO-262/TO-263
2SK260,TO-3
2SK2601,TO-3PN
2SK2602,TO-3PN
2SK2603,TO-220
2SK2604,TO-3PN
2SK2605,TO-220F
2SK2606,TO-3PF
2SK2607,TO-3PN
2SK2608,TO-220
2SK2610,TO-3PN
2SK2611,TO-3PN
2SK2616,TO-251/TO-252
2SK2617ALS,TO-220F
2SK2618LS,TO-220F
2SK2619,D²PAK/TO-263
2SK2623,TO-251/TO-252
2SK2624LS,TO-220F
2SK2625LS,TO-220F
2SK2628LS,TO-220F
2SK2631,TO-251/TO-252
2SK2632LS,TO-220F
2SK2638,TO-220F
2SK2639,TO-247/TO-3P
2SK2640,TO-220F
2SK2642,TO-220F
2SK2643,TO-247/TO-3P
2SK2644,TO-247/TO-3P
2SK2645,TO-220F
2SK2646,TO-220
2SK2647,TO-220F
2SK2648,TO-247/TO-3P
2SK2649,TO-3PF
2SK2651,TO-220F
2SK2652,TO-247/TO-3P
2SK2653,TO-3PF
2SK2654,TO-247/TO-3P
2SK2655,TO-3PF
2SK2660,DPAK/TO-252
2SK2661,TO-220
2SK2662,TO-220F
2SK2663,DPAK/TO-252
2SK2664,TO-220
2SK2665,D²PAK/TO-263
2SK2666,TO-220F
2SK2667,TO-247
2SK2668,TO-3PF
2SK2669,TO-220
2SK2670,D²PAK/TO-263
2SK2671,TO-220F
2SK2672,TO-247
2SK2673,TO-3PF
2SK2674,TO-247
2SK2675,TO-3PF
2SK2676,TO-247
2SK2677,TO-3PF
2SK2678LS,TO-220F
2SK2679,TO-220F
2SK2680LS,TO-220F
2SK2681LS,TO-220F
2SK2682LS,TO-220F
2SK2683LS,TO-220F
2SK2684L,I²PAK/TO-262
2SK2684S,D²PAK/TO-263
2SK2689,TO-220F
2SK2695,TO-220
2SK2696,TO-220F
2SK2698,TO-3PN
2SK2699,TO-3PN
2SK2700,TO-220F
2SK2701,TO-220F
2SK2702,TO-220F
2SK2703,TO-3PF
2SK2704,TO-220F
2SK2705,TO-3PF
2SK2706,TO-3PF
2SK2707,TO-220F
2SK2708,TO-220F
2SK2709,TO-3PF
2SK2710,TO-3PF
2SK2715,DPAK/TO-252
2SK2717,TO-220F
2SK2718,TO-220F
2SK2719,TO-3PN
2SK2723,TO-220F
2SK2724,TO-220F
2SK2725,TO-220F
2SK2726,TO-220F
2SK2727,TO-3PN
2SK2728,TO-3PN
2SK2729,TO-3PN
2SK2730,TO-3PN
2SK2733,TO-220
2SK2735L,IPAK/TO-251
2SK2735S,DPAK/TO-252
2SK2736,TO-220F
2SK2737,TO-220F
2SK2738,TO-220F
2SK2744,TO-3PN
2SK2746,TO-3PN
2SK2749,TO-3PN
2SK2750,TO-220F
2SK2753,TO-3PN
2SK2754L,I²PAK/TO-262
2SK2754S,D²PAK/TO-263
2SK2755,TO-247/TO-3P
2SK2756,TO-3PF
2SK2757,TO-220
2SK2758L,I²PAK/TO-262
2SK2758S,D²PAK/TO-263
2SK2759,TO-3PF
2SK2760,TO-3PF
2SK2761,TO-220F
2SK2762L,I²PAK/TO-262
2SK2762S,D²PAK/TO-263
2SK2763,TO-247/TO-3P
2SK2764,TO-3PF
2SK2765,TO-247/TO-3P
2SK2766,TO-3PF
2SK2767,TO-220
2SK2768L,I²PAK/TO-262
2SK2768S,D²PAK/TO-263
2SK2769,TO-220F
2SK277,TO-3
2SK2770,TO-247/TO-3P
2SK2771,TO-3PF
2SK2772,DPAK/TO-252
2SK2774,TO-220F
2SK2776L,I²PAK/TO-262
2SK2776S,D²PAK/TO-263
2SK2777L,I²PAK/TO-262
2SK2777S,D²PAK/TO-263
2SK2778,TO-220F
2SK2779,TO-220F
2SK278,TO-3
2SK2782,TO-220F
2SK2787LS,TO-220F
2SK2789,TO-262/TO-263
2SK2796L,IPAK/TO-251
2SK2797,DPAK/TO-252
2SK2798,TO-220F
2SK2799,TO-220F
2SK2800,TO-220
2SK2801,TO-220
2SK2803,TO-220F
2SK2804,TO-220F
2SK2805,TO-3PF
2SK2809,TO-220F
2SK2816,DPAK/TO-252
2SK2817,DPAK/TO-252
2SK2818,DPAK/TO-252
2SK2819,DPAK/TO-252
2SK2820,D²PAK/TO-263
2SK2821,D²PAK/TO-263
2SK2826,TO-220F
2SK2827,TO-220
2SK2829,TO-3PN
2SK2830,TO-220F
2SK2832,TO-220
2SK2833,TO-3PF
2SK2834,TO-247/TO-3P
2SK2837,TO-3PN
2SK2838,TO-262/TO-263
2SK2841,TO-220
2SK2842,TO-220F
2SK2843,TO-220F
2SK2844,TO-220
2SK2847,TO-3PF
2SK2848,TO-220F
2SK2849L,I²PAK/TO-262
2SK2849S,D²PAK/TO-263
2SK2850,TO-247/TO-3P
2SK2862,TO-220F
2SK2866,TO-220
2SK2869L,IPAK/TO-251
2SK2869S,DPAK/TO-252
2SK2870L,I²PAK/TO-262
2SK2870S,D²PAK/TO-263
2SK2871,TO-220
2SK2872,TO-220F
2SK2873,TO-247/TO-3P
2SK2874L,I²PAK/TO-262
2SK2874S,D²PAK/TO-263
2SK2875,TO-220
2SK2876,TO-220F
2SK2877,TO-247/TO-3P
2SK2879,TO-247/TO-3P
2SK2882,TO-220F
2SK2883,TO-262/TO-263
2SK2884,TO-262/TO-263
2SK2885L,I²PAK/TO-262
2SK2885S,D²PAK/TO-263
2SK2886,TO-220F
2SK2887,DPAK/TO-252
2SK2889,TO-262/TO-263
2SK2890,TO-220F
2SK2891,TO-247/TO-3P
2SK2892,TO-3PF
2SK2893,TO-247/TO-3P
2SK2894,TO-3PF
2SK2895,TO-220
2SK2896L,I²PAK/TO-262
2SK2896S,D²PAK/TO-263
2SK2897,TO-220F
2SK2898,TO-247/TO-3P
2SK2899,TO-3PF
2SK2900,TO-220
2SK2901L,I²PAK/TO-262
2SK2901S,D²PAK/TO-263
2SK2902,TO-220F
2SK2903,TO-220F
2SK2904,TO-247/TO-3P
2SK2905,TO-3PF
2SK2906,TO-247/TO-3P
2SK2907,TO-3PF
2SK2908L,I²PAK/TO-262
2SK2908S,D²PAK/TO-263
2SK2912L,I²PAK/TO-262
2SK2912S,D²PAK/TO-263
2SK2914,TO-220
2SK2915,TO-3PN
2SK2916,TO-3PF
2SK2917,TO-3PF
2SK2918,TO-220
2SK2923,TO-220F
2SK2924,TO-220F
2SK2925L,IPAK/TO-251
2SK2925S,DPAK/TO-252
2SK2926L,IPAK/TO-251
2SK2926S,DPAK/TO-252
2SK2927,TO-220
2SK2928,TO-220
2SK2929,TO-220
2SK2930,TO-220
2SK2931,TO-220
2SK2932,TO-220F
2SK2933,TO-220F
2SK2934,TO-220F
2SK2935,TO-220F
2SK2936,TO-220F
2SK2937,TO-220F
2SK2938L,I²PAK/TO-262
2SK2938S,D²PAK/TO-263
2SK2939L,I²PAK/TO-262
2SK2939S,D²PAK/TO-263
2SK294,TO-220
2SK2940L,I²PAK/TO-262
2SK2940S,D²PAK/TO-263
2SK2941,TO-220F
2SK2943,TO-220F
2SK2949,TO-262/TO-263
2SK295,TO-220
2SK2950,DPAK/TO-252
2SK2952,TO-220F
2SK2953,TO-3PF
2SK2954,TO-220F
2SK2955,TO-3P
2SK2956,TO-220F
2SK2957L,I²PAK/TO-262
2SK2957S,D²PAK/TO-263
2SK2958L,I²PAK/TO-262
2SK2958S,D²PAK/TO-263
2SK2959,TO-220
2SK296,TO-220
2SK2960,TO-220F
2SK2965,TO-220F
2SK2967,TO-3PN
2SK2968,TO-3PN
2SK2971,TO-3PF
2SK2977LS,TO-220F
2SK298,TO-3
2SK299,TO-3
2SK2991,TO-262/TO-263
2SK2993,TO-262/TO-263
2SK2995,TO-3PF
2SK2996,TO-220F
2SK3003,TO-220F
2SK3004,TO-220F
2SK3009,D²PAK/TO-263
2SK3012,TO-247
2SK3013,TO-3PF
2SK3017,TO-3PF
2SK3022,DPAK/TO-252
2SK3023,DPAK/TO-252
2SK3024,DPAK/TO-252
2SK3025,DPAK/TO-252
2SK3026,TO-220F
2SK3027,TO-220F
2SK3028,TO-3PF
2SK3029,DPAK/TO-252
2SK3030,DPAK/TO-252
2SK3031,DPAK/TO-252
2SK3032,DPAK/TO-252
2SK3033,TO-220F
2SK3034,TO-220F
2SK3035,DPAK/TO-252
2SK3036,DPAK/TO-252
2SK3037,DPAK/TO-252
2SK3038,DPAK/TO-252
2SK3039,TO-220F
2SK3040,TO-220F
2SK3042,TO-220F
2SK3043,TO-220F
2SK3044,TO-220F
2SK3045,TO-220F
2SK3046,TO-220F
2SK3047,TO-220F
2SK3048,TO-220F
2SK3049,TO-220F
2SK3050,DPAK/TO-252
2SK3051,TO-262/TO-263
2SK3055,TO-220F
2SK3057,TO-220F
2SK3058,TO-220
2SK3058-S,TO-262
2SK3058-ZJ,TO-263
2SK3060,TO-220
2SK3060-S,TO-262
2SK3060-Z,TO-263
2SK3060-ZJ,TO-263
2SK3067,TO-220F
2SK3068,TO-262/TO-263
2SK3069,TO-220
2SK3070L,I²PAK/TO-262
2SK3070S,D²PAK/TO-263
2SK308,TO-3
2SK3080,TO-220
2SK3081,TO-220
2SK3082L,I²PAK/TO-262
2SK3082S,D²PAK/TO-263
2SK3085,TO-220
2SK3089,TO-262/TO-263
2SK3090,TO-262/TO-263
2SK3092,TO-251/TO-252
2SK3093LS,TO-220F
2SK3094,TO-220
2SK3095LS,TO-220F
2SK3096,TO-220
2SK3097LS,TO-220F
2SK3098,TO-220
2SK3099LS,TO-220F
2SK310,TO-220
2SK3100,TO-220
2SK3101LS,TO-220F
2SK3102,TO-3PF
2SK3109,TO-220
2SK3109-AZ,TO-263
2SK3109-S,TO-262
2SK3109-ZJ,TO-263
2SK311,TO-220
2SK3111,TO-220
2SK3111-S,TO-262
2SK3111-ZJ,TO-263
2SK3112,TO-220
2SK3112-S,TO-262
2SK3112-ZJ,TO-263
2SK3113,TO-251
2SK3113-Z,TO-252
2SK3114,TO-220F
2SK3115,TO-220F
2SK3116,TO-220
2SK3116-S,TO-262
2SK3116-ZJ,TO-263
2SK3117,TO-252
2SK312,TO-3
2SK3124,DPAK/TO-252
2SK3126,TO-220F
2SK3127,TO-262/TO-263
2SK3128,TO-3PN
2SK3129,TO-3PN
2SK313,TO-3
2SK3130,TO-220F
2SK3131,TO-3PL
2SK3132,TO-3PL
2SK3133L,I²PAK/TO-262
2SK3133S,D²PAK/TO-263
2SK3134L,I²PAK/TO-262
2SK3134S,D²PAK/TO-263
2SK3135L,I²PAK/TO-262
2SK3135S,D²PAK/TO-263
2SK3136,TO-220
2SK3140,TO-220F
2SK3141,TO-220
2SK3142,TO-220F
2SK3147L,IPAK/TO-251
2SK3147S,DPAK/TO-252
2SK3148,TO-220F
2SK3149,TO-220
2SK3150L,I²PAK/TO-262
2SK3150S,D²PAK/TO-263
2SK3151,TO-3P
2SK3152,TO-220F
2SK3153,TO-220F
2SK3154,TO-220
2SK3155,TO-220F
2SK3156,TO-220
2SK3157,TO-220F
2SK3158,TO-220
2SK3159,TO-3P
2SK3160,TO-220F
2SK3161L,I²PAK/TO-262
2SK3161S,D²PAK/TO-263
2SK3162,TO-220F
2SK3163,TO-3P
2SK3164,DPAK/TO-252
2SK3165,TO-220F
2SK3166,TO-220F
2SK3167,TO-220F
2SK3168,TO-220F
2SK3169,TO-3PF
2SK3176,TO-3PN
2SK3177,TO-220F
2SK3178,TO-220F
2SK3180,DPAK/TO-252
2SK3181,TO-220F
2SK3182,TO-220F
2SK3183,TO-220F
2SK3184,TO-220F
2SK3185,TO-3PF
2SK3186,DPAK/TO-252
2SK3187,TO-220F
2SK3188,TO-220F
2SK3189,TO-220F
2SK319,TO-220
2SK3190,TO-220F
2SK3191,TO-3PF
2SK3192,TO-3PF
2SK3193,TO-3PF
2SK3196,TO-220F
2SK3199,TO-220F
2SK320,TO-220
2SK3205,TO-251
2SK3209,TO-220F
2SK3210L,I²PAK/TO-262
2SK3210S,D²PAK/TO-263
2SK3211L,I²PAK/TO-262
2SK3211S,D²PAK/TO-263
2SK3212,TO-220F
2SK3214,TO-220
2SK3215,TO-220
2SK3216,TO-220
2SK3217,TO-220F
2SK3218,TO-220
2SK3219,TO-220F
2SK3221,TO-220
2SK3221-AZ,TO-263
2SK3224,IPAK/TO-251
2SK3224-Z,DPAK/TO-252
2SK3225,IPAK/TO-251
2SK3225-Z,DPAK/TO-252
2SK3229,TO-220F
2SK3233,TO-220F
2SK3234,TO-220F
2SK3235,TO-3P
2SK3236,TO-220F
2SK3237LS,TO-220F
2SK3238,D²PAK/TO-263
2SK324,TO-3
2SK3240,TO-220
2SK3241LS,TO-220F
2SK3242,D²PAK/TO-263
2SK3244,TO-220
2SK3245LS,TO-220F
2SK3246,D²PAK/TO-263
2SK3248,TO-3P
2SK3249,TO-3PML
2SK325,TO-3
2SK3250LS,TO-220F
2SK3251,D²PAK/TO-263
2SK3253,TO-3P
2SK3254,TO-3PML
2SK3255LS,TO-220F
2SK3256L,I²PAK/TO-262
2SK3256S,D²PAK/TO-263
2SK3258,TO-3P
2SK3259,TO-3PML
2SK3260,TO-3P
2SK3261,TO-3PML
2SK3262,TO-220F
2SK3265,TO-220F
2SK3268,TO-252
2SK3270,TO-220
2SK3270-01,TO-220
2SK3271,TO-3P
2SK3271-01,TO-3P
2SK3272-01L,I²PAK/TO-262
